Norma,Número,Link,Publicación,Descripción
LEY,31655,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103511&View,29/12/2022,LEY QUE DISPONE EL FINANCIAMIENTO DEL PROGRAMA DE MANTENIMIENTO COMPLEMENTARIO DE LOCALES EDUCATIVOS PARA EL AÑO 2022
LEY,31656,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102809&View,29/12/2022,LEY QUE AUTORIZA UNA TRANSFERENCIA FINANCIERA A FAVOR DE ORGANISMO INTERNACIONAL Y OTRAS MEDIDAS ADMINISTRATIVAS Y PRESUPUESTARIAS
LEY,31657,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102185&View,29/12/2022,"LEY QUE INCORPORA, PREVIO CONCURSO DE MÉRITOS, AL PERSONAL PENITENCIARIO DE LOS DECRETOS LEGISLATIVOS 276 Y 1057 AL RÉGIMEN LABORAL DE LA LEY 29709, LEY DE LA CARRERA ESPECIAL PÚBLICA PENITENCIARIA"
LEY,31658,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103283&View,30/12/2022,LEY QUE CREA EL PROGRAMA IMPULSO EMPRESARIAL MYPE – IMPULSO MYPERU
LEY,31659,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103156&View,30/12/2022,"LEY QUE MODIFICA LA LEY 30309, LEY QUE PROMUEVE LA INVESTIGACIÓN CIENTÍFICA, DESARROLLO TECNOLÓGICO E INNOVACIÓN TECNOLÓGICA"
LEY,31660,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102167&View,30/12/2022,LEY QUE AUTORIZA TRANSFERENCIA FINANCIERA PARA LA EJECUCIÓN DE ACTIVIDADES DEL PROGRAMA DE ALIANZAS PARA PAÍSES PARA LA REPÚBLICA DEL PERÚ (PCP PERÚ)
LEY,31661,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103672&View,30/12/2022,LEY QUE ESTABLECE ACOGIMIENTO EXCEPCIONAL AL RÉGIMEN ESPECIAL DE RECUPERACIÓN ANTICIPADA DEL IMPUESTO GENERAL A LAS VENTAS REGULADO POR EL DECRETO LEGISLATIVO 973
LEY,31662,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100589&View,30/12/2022,"LEY QUE MODIFICA LA LEY 31362, LEY DE PAGO DE FACTURAS MYPE A TREINTA DÍAS"
LEY,31663,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103195&View,30/12/2022,LEY QUE PRORROGA LA VIGENCIA DE LAS LEYES 27623 Y 27624
LEY,31664,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100826&View,31/12/2022,"LEY QUE MODIFICA LA LEY 30254, LEY DE PROMOCIÓN PARA EL USO SEGURO Y RESPONSABLE DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES POR NIÑOS, NIÑAS Y ADOLESCENTES"
LEY,31665,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103770&View,31/12/2022,"LEY QUE PRORROGA EL PLAZO ESTABLECIDO EN LA CUARTA DISPOSICIÓN COMPLEMENTARIA, TRANSITORIA Y FINAL DE LA LEY 27269, LEY DE FIRMAS Y CERTIFICADOS DIGITALES"
LEY,31666,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100094&View,31/12/2022,LEY DE PROMOCIÓN Y FORTALECIMIENTO DE LA ACUICULTURA
LEY,31667,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101943&View,04/01/2023,LEY QUE DECLARA EL 26 DE MAYO DE CADA AÑO DÍA CÍVICO NO LABORABLE COMPENSABLE EN LA PROVINCIA DE ILO
LEY,31668,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102109&View,06/01/2023,LEY QUE APRUEBA LA REDUCCIÓN TEMPORAL DE COSTOS DE ADQUISICIÓN DE INSUMOS IMPORTADOS RELEVANTES PARA LA ECONOMÍA NACIONAL
LEY,31669,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102113&View,10/01/2023,LEY DE REACTIVACIÓN DE LAS MYPE A TRAVÉS DE LA CONTINUIDAD DE LOS PROCESOS DE ADQUISICIÓN DE BIENES REALIZADOS BAJO LA MODALIDAD DE NÚCLEO EJECUTOR DE COMPRAS (NEC) - COMPRAS A MYPERÚ
LEY,31670,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100255&View,13/01/2023,LEY QUE CREA LAS PENSIONES MÍNIMAS Y PROMUEVE LOS APORTES VOLUNTARIOS ALTERNATIVOS CON FINES PREVISIONALES
LEY,31671,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102392&View,13/01/2023,"LEY QUE DECLARA DE INTERÉS NACIONAL LOS RÍOS PROFUNDOS DE LA RUTA JOSÉ MARÍA ARGUEDAS-PUENTE PACHACHACA DEL DISTRITO DE ABANCAY EN LA PROVINCIA DE ABANCAY, DEPARTAMENTO DE APURÍMAC"
LEY,31672,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100596&View,18/01/2023,"LEY QUE MODIFICA LA LEY 27889, LEY QUE CREA EL FONDO Y EL IMPUESTO EXTRAORDINARIO PARA LA PROMOCIÓN Y DESARROLLO TURÍSTICO NACIONAL"
LEY,31673,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103666&View,18/01/2023,"LEY QUE MODIFICA LA LEY 31622, CON LA FINALIDAD DE DESPENALIZAR LA PESCA  ARTESANAL Y CAPTURAS INCIDENTALES"
LEY,31674,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103328&View,21/01/2023,LEY QUE APRUEBA DISPOSICIONES PARA ASEGURAR EL CUMPLIMIENTO DE PAGO DE OBLIGACIONES DEL FONDO PARA LA ESTABILIZACIÓN DE PRECIOS DE LOS COMBUSTIBLES DERIVADOS DEL PETRÓLEO
LEY,31675,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100323&View,21/01/2023,"LEY QUE FORTALECE LA INVESTIGACIÓN CIENTÍFICA, EL DESARROLLO TECNOLÓGICO Y LA INNOVACIÓN NACIONAL DE LOS PRODUCTOS FARMACÉUTICOS Y LOS DISPOSITIVOS MÉDICOS Y PROMUEVE SU USO EN LA PRÁCTICA MÉDICA Y DE SALUD"
LEY,31676,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100839&View,27/01/2023,"LEY QUE MODIFICA EL CÓDIGO PENAL, CON LA FINALIDAD DE REPRIMIR LAS CONDUCTAS QUE AFECTAN LOS PRINCIPIOS DE MÉRITO, IDONEIDAD Y LEGALIDAD PARA EL ACCESO A LA FUNCIÓN PÚBLICA"
LEY,31677,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100895&View,27/01/2023,LEY QUE CREA EL REGISTRO NACIONAL DE LAS MICRO Y PEQUEÑAS EMPRESAS (MYPE) ACREEDORAS DEL ESTADO
LEY,31678,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103011&View,01/02/2023,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1350, DECRETO LEGISLATIVO DE MIGRACIONES, A FIN DE ESTABLECER LA VIGENCIA DEL PASAPORTE ELECTRÓNICO ORDINARIO POR 10 AÑOS"
LEY,31679,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100740&View,03/02/2023,"LEY QUE MODIFICA LA LEY 15173, LEY DE CREACIÓN DEL COLEGIO MÉDICO DEL PERÚ"
LEY,31680,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101470&View,03/02/2023,"LEY QUE DECLARA DE INTERÉS NACIONAL LA CREACIÓN, CONSTRUCCIÓN, IMPLEMENTACIÓN Y EJECUCIÓN DE PARQUES CIENTÍFICO-TECNOLÓGICOS EN DIVERSAS REGIONES DEL PAÍS"
LEY,31681,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100276&View,03/02/2023,LEY DE FORTALECIMIENTO DEL CONSEJO FISCAL
LEY,31682,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100501&View,09/02/2023,"LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL LA IMPLEMENTACIÓN Y MEJORAMIENTO DE DIVERSOS ESTABLECIMIENTOS DE SALUD EN LOS DEPARTAMENTOS DE AREQUIPA, CAJAMARCA, CUSCO, LA LIBERTAD, LAMBAYEQUE, LIMA, MADRE DE DIOS, PASCO, PUNO Y SAN MARTÍN"
LEY,31683,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103554&View,09/02/2023,"LEY QUE PROMUEVE LA REACTIVACIÓN ECONÓMICA DE LAS MICRO, PEQUEÑAS Y MEDIANAS EMPRESAS A TRAVÉS DEL FONDO MIPYME EMPRENDEDOR"
LEY,31684,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101886&View,15/02/2023,"LEY QUE MODIFICA LA LEY 29314, LEY DE LA FÁBRICA DE ARMAS Y MUNICIONES DEL EJÉRCITO FAME S.A.C."
LEY,31685,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102003&View,15/02/2023,"LEY QUE INCORPORA EL NUMERAL 11.3  AL ARTÍCULO 11 DEL DECRETO LEGISLATIVO 1350, DECRETO LEGISLATIVO DE MIGRACIONES, A FIN DE GARANTIZAR LA PROTECCIÓN A MIGRANTES VÍCTIMAS DE VIOLENCIA EN SITUACIÓN DE VULNERABILIDAD"
LEY,31686,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101836&View,15/02/2023,"LEY QUE GARANTIZA LA IMPLEMENTACIÓN DEL DECRETO LEGISLATIVO 1412, QUE APRUEBA LA LEY DE GOBIERNO DIGITAL EN LAS OFICINAS CONSULARES DEL PERÚ EN EL EXTERIOR"
LEY,31687,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103158&View,15/02/2023,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1211, DECRETO LEGISLATIVO QUE APRUEBA MEDIDAS PARA EL FORTALECIMIENTO E IMPLEMENTACIÓN DE SERVICIOS INTEGRADOS Y SERVICIOS Y ESPACIOS COMPARTIDOS"
LEY,31688,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103439&View,15/02/2023,LEY QUE CREA EL BONO ELECTRICIDAD EN FAVOR DE LOS USUARIOS RESIDENCIALES CATEGORIZADOS DEL SERVICIO PÚBLICO DE ELECTRICIDAD
LEY,31689,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100074&View,15/02/2023,"LEY QUE MODIFICA LOS ARTÍCULOS 10, 45, 61 Y 63 DEL DECRETO LEGISLATIVO 1350, DECRETO LEGISLATIVO DE MIGRACIONES, EN EL MARCO DE LA SEGURIDAD CIUDADANA"
LEY,31690,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101178&View,16/02/2023,LEY QUE CREA EL RÉGIMEN DE REPROGRAMACIÓN DE APORTES PREVISIONALES DEL SISTEMA PRIVADO DE PENSIONES PARA ENTIDADES DEL SECTOR PRIVADO
LEY,31691,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100681&View,18/02/2023,"LEY QUE DECLARA DE INTERÉS NACIONAL LA PROTECCIÓN, INVESTIGACIÓN, PROMOCIÓN Y PUESTA EN VALOR DEL PAISAJE ARQUEOLÓGICO GEOGLIFO DE GROSS MUNSA DEL DISTRITO DE SANTA ISABEL DE SIGUAS, PROVINCIA DE AREQUIPA, DEPARTAMENTO DE AREQUIPA"
LEY,31692,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102552&View,22/02/2023,LEY QUE GARANTIZA LA PUBLICACIÓN DE LAS RESOLUCIONES DEL INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCIÓN DE LA PROPIEDAD INTELECTUAL (INDECOPI)
LEY,31693,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101463&View,23/02/2023,"LEY QUE MODIFICA LA LEY 29159, LEY QUE DECLARA DE NECESIDAD Y UTILIDAD PÚBLICA LA PRESTACIÓN DE SERVICIOS DE TRANSPORTE AÉREO A ZONAS AISLADAS DONDE NO HAYA OFERTA PRIVADA"
LEY,31694,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100833&View,23/02/2023,LEY QUE ESTABLECE EL EMPADRONAMIENTO Y AMNISTÍA POR TENENCIA DE ARMA DE FUEGO DE USO CIVIL
LEY,31695,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100329&View,27/02/2023,"LEY QUE MODIFICA EL ARTÍCULO 33 DE LA LEY 29944, LEY DE REFORMA MAGISTERIAL, A FIN DE AMPLIAR LA PERMANENCIA DE LOS DIRECTIVOS DE INSTITUCIONES EDUCATIVAS Y ESPECIALISTAS EN EDUCACIÓN EN SUS CARGOS, SUJETA A LA  APROBACIÓN DE LA EVALUACIÓN DE DESEMPEÑO"
LEY,31696,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103941&View,28/02/2023,LEY QUE DELEGA EN EL PODER EJECUTIVO LA FACULTAD DE LEGISLAR EN MATERIA DE REACTIVACIÓN ECONÓMICA Y MODERNIZACIÓN DE LA GESTIÓN DEL ESTADO
LEY,31697,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101592&View,28/02/2023,LEY QUE TIPIFICA INFRACCIONES Y ESTABLECE DISPOSICIONES PARA EL EJERCICIO DE LA FACULTAD SANCIONADORA DEL MINISTERIO DE LA PRODUCCIÓN EN MATERIA DE AUTORIZACIÓN DE PLANTA PARA ACTIVIDADES PRODUCTIVAS INDUSTRIALES DE VEHÍCULOS DE TRANSPORTE TERRESTRE E INSCRIPCIÓN EN EL REGISTRO DE ORGANISMOS DE EVALUACIÓN DE LA CONFORMIDAD AUTORIZADOS
LEY,31698,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101603&View,28/02/2023,LEY QUE DECLARA DE NECESIDAD PÚBLICA LA CONSTRUCCIÓN Y MEJORAMIENTO DE DIVERSAS VÍAS DE COMUNICACIÓN EN EL PAÍS
LEY,31699,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100930&View,01/03/2023,LEY QUE OPTIMIZA EL RECURSO DE CASACIÓN EN LA NUEVA LEY PROCESAL DEL TRABAJO
LEY,31700,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103284&View,04/03/2023,LEY QUE ASEGURA LA EFECTIVA ENTREGA ECONÓMICA A FAVOR DE LOS DEUDOS DEL PERSONAL DE LA SALUD FALLECIDO A CONSECUENCIA DEL COVID-19 DISPUESTA POR EL DECRETO DE URGENCIA 063-2020
LEY,31701,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100638&View,04/03/2023,LEY QUE DECLARA EL 5 DE NOVIEMBRE DE CADA AÑO DÍA DEL TRABAJADOR MUNICIPAL Y FERIADO NO LABORABLE
LEY,31702,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101277&View,10/03/2023,LEY QUE ADSCRIBE LA SECRETARÍA DE SEGURIDAD Y DEFENSA NACIONAL (SEDENA) A LA PRESIDENCIA DEL CONSEJO DE MINISTROS
LEY,31703,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102307&View,10/03/2023,"LEY QUE INCORPORA AL RÉGIMEN LABORAL DEL DECRETO LEGISLATIVO 728, LEY DE PRODUCTIVIDAD Y COMPETITIVIDAD LABORAL, A LOS TRABAJADORES DEL SEGURO SOCIAL DE SALUD (ESSALUD) QUE SE ENCUENTRAN BAJO EL RÉGIMEN DEL CONTRATO ADMINISTRATIVO DE SERVICIOS (CAS) CON CONTRATO A PLAZO INDETERMINADO"
LEY,31704,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101431&View,10/03/2023,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1440, DECRETO LEGISLATIVO DEL SISTEMA NACIONAL DE PRESUPUESTO PÚBLICO, CON LA FINALIDAD DE FORTALECER LA RENDICIÓN DE CUENTAS Y TRANSPARENCIA PRESUPUESTAL"
LEY,31705,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103402&View,11/03/2023,LEY QUE DECLARA DE NECESIDAD PÚBLICA E INTERÉS NACIONAL EL PROYECTO DE INFRAESTRUCTURA PROYECTO TURÍSTICO TELEFÉRICO CENTRO HISTÓRICO DE LIMA - CERRO SAN CRISTÓBAL Y AUTORIZA LA EXPROPIACIÓN DE INMUEBLES
LEY,31706,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101342&View,11/03/2023,LEY QUE DECLARA DE NECESIDAD PÚBLICA LA CONSTRUCCIÓN Y MEJORAMIENTO DE DIVERSOS AEROPUERTOS EN EL PAÍS
LEY,31707,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101844&View,11/03/2023,"LEY QUE MODIFICA LA LEY 29973, LEY GENERAL DE LA PERSONA CON DISCAPACIDAD, PARA IMPLEMENTAR EL SISTEMA BRAILLE EN SERVICIOS DE RESTAURACIÓN Y SERVICIOS TURÍSTICOS A NIVEL NACIONAL"
LEY,31708,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103881&View,11/03/2023,LEY QUE ESTABLECE MEDIDAS COMPLEMENTARIAS PARA PROMOVER EL SERVICIO DE TRANSPORTE PÚBLICO TERRESTRE DE MERCANCÍAS Y EL SERVICIO DE TRANSPORTE REGULAR DE PERSONAS
LEY,31709,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102394&View,14/03/2023,LEY QUE DECLARA DE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA LA CREACIÓN DE LA UNIVERSIDAD NACIONAL TECNOLÓGICA DE CHINCHA (UNATECH) DE LA PROVINCIA DE CHINCHA DEL DEPARTAMENTO DE ICA
LEY,31710,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102638&View,14/03/2023,"LEY QUE DECLARA DE NECESIDAD PÚBLICA, POR RIESGO INMINENTE, EL MANTENIMIENTO DE LA INFRAESTRUCTURA DEL SISTEMA DE ADUCCIÓN DEL PROYECTO MAJES SIGUAS I"
LEY,31711,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100078&View,16/03/2023,LEY DE FORTALECIMIENTO DE LAS CAJAS MUNICIPALES DE AHORRO Y CRÉDITO PARA PROMOVER LA COMPETENCIA EN BENEFICIO DE LOS CONSUMIDORES
LEY,31712,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100634&View,17/03/2023,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA EJECUCIÓN DEL PROYECTO TREN DE LA COSTA
LEY,31713,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202104150&View,21/03/2023,"LEY QUE SUSPENDE LA APLICACIÓN DEL ARTÍCULO 3-A DE LA LEY 27510, LEY QUE CREA EL FONDO DE COMPENSACIÓN SOCIAL ELÉCTRICA"
LEY,31714,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100665&View,21/03/2023,LEY QUE PRIORIZA EL TRÁMITE GRATUITO DE LA ACTUALIZACIÓN DEL DOMICILIO EN EL DOCUMENTO NACIONAL DE IDENTIDAD (DNI) DE LA POBLACIÓN EN SITUACIÓN DE POBREZA Y POBREZA EXTREMA
LEY,31715,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101223&View,22/03/2023,"LEY QUE MODIFICA LA LEY 30364, LEY PARA PREVENIR, SANCIONAR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y LOS INTEGRANTES DEL GRUPO FAMILIAR, PARA ELIMINAR OBSTÁCULOS Y FORTALECER SU EJECUCIÓN"
LEY,31716,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101147&View,22/03/2023,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 1297, DECRETO LEGISLATIVO PARA LA PROTECCIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES SIN CUIDADOS PARENTALES O EN RIESGO DE PERDERLOS"
LEY,31717,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102410&View,22/03/2023,LEY QUE OTORGA EL GRADO INMEDIATO SUPERIOR AL PERSONAL EGRESADO DE LAS ESCUELAS DE ENFERMERÍA Y DE LABORATORIO CLÍNICO DEL CENTRO DE FORMACIÓN PROFESIONAL DE LA SANIDAD DE LA POLICÍA NACIONAL DEL PERÚ
LEY,31718,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100836&View,24/03/2023,"LEY QUE MODIFICA EL DECRETO LEGISLATIVO 52, LEY ORGÁNICA DEL MINISTERIO PÚBLICO, PARA ASEGURAR EL FUNCIONAMIENTO PERMANENTE DE LA JUNTA DE FISCALES SUPREMOS"
LEY,31719,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101639&View,31/03/2023,LEY QUE DISPONE EL OTORGAMIENTO DE BECAS PARA LA PERMANENCIA Y CULMINACIÓN DE ESTUDIOS EN FAVOR DE LOS ESTUDIANTES DE EDUCACIÓN SUPERIOR QUE CONTINÚAN AFECTADOS ECONÓMICAMENTE POR LOS EFECTOS DE LA PANDEMIA DEL COVID-19 Y LOS EXBECARIOS DE LA BECA CONTINUIDAD
LEY,31720,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202100031&View,01/04/2023,LEY QUE CREA EL CANON HÍDRICO COMO MEDIDA DE COMPENSACIÓN A LAS POBLACIONES AFECTADAS POR TRASVASE DE AGUAS
LEY,31721,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102574&View,04/04/2023,"LEY QUE INCORPORA LOS ARTÍCULOS 20-A, 20-B Y LA CUARTA DISPOSICIÓN COMPLEMENTARIA EN LA LEY 26662, LEY DE COMPETENCIA NOTARIAL EN ASUNTOS NO CONTENCIOSOS, E INCORPORA EL ARTÍCULO 56-A EN LA LEY 26497, LEY ORGÁNICA DEL REGISTRO NACIONAL DE IDENTIFICACIÓN Y ESTADO CIVIL, PARA INCLUIR LA RECTIFICACIÓN DE DATOS CON FINES SUCESORIOS"
RESOLUCION LEGISLATIVA,31722,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202104023&View,04/04/2023,RESOLUCIÓN LEGISLATIVA QUE AUTORIZA EL INGRESO DE UNA UNIDAD NAVAL Y PERSONAL MILITAR EXTRANJERO CON ARMAS DE GUERRA AL TERRITORIO DE LA REPÚBLICA DEL PERÚ
LEY,31723,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202101009&View,11/04/2023,LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA EL DESARROLLO DE ACCIONES Y PROYECTOS PARA ATENDER EL DÉFICIT HÍDRICO EN EL SECTOR AGRARIO
LEY,31724,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202102095&View,11/04/2023,LEY QUE PROMUEVE EL REGISTRO DE SIGNOS DISTINTIVOS ESTABLECIENDO LA REDUCCIÓN DEL DERECHO DE TRAMITACIÓN PARA LA MICRO Y PEQUEÑA EMPRESA (MYPE)
LEY,31725,http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2021.nsf/Repexpvirt?OpenForm&Db=202103127&View,15/04/2023,"LEY QUE MODIFICA LOS ARTÍCULOS 16 Y 17 DEL DECRETO LEGISLATIVO 85, LEY GENERAL DE COOPERATIVAS, A FIN DE AMPLIAR EL ÁMBITO DE PARTICIPACIÓN Y FORTALECER EL PROCESO DE PERMANENTE INTEGRACIÓN"
